Game,Developer,Publisher,Type,Score,Raw Text,Processed Tokens,Processed Text,Numeric_Score,Sentiment Score,Sentiment Category,Sentiment_story_narrative,Sentiment_characters_world,Sentiment_visuals_art,Sentiment_audio_music,Sentiment_gameplay_mechanics,Sentiment_controls_camera,Sentiment_difficulty_balance,Sentiment_performance_bugs,Sentiment_ui_qol,Sentiment_content_replay,Sentiment_multiplayer_online,Sentiment_monetization_value
The Witcher 3: Wild Hunt,CD Projekt Red Studio,"Warner Bros. Interactive Entertainment, CD Projekt, Spike Chunsoft, Bandai Namco Games, CD Projekt Red Studio",User,10.0,"For me, it is one of the best games in the entire history. The story is really addictive, the graphical quality is really impressive for the time it was made. The quests are really cool, and it was be really fun to me to play the game. You control A Witcher that lives in a place named the continent, and that needs to kill monsters, bosses, explore the world, finding new people,explore the incredible scenarios, and just be amazed. Just buy the game, it definitely worth it in **** witcher 3 is my favorite game. If you never played it it's good to try.","['one', 'best', 'game', 'entire', 'history', 'story', 'really', 'addictive', 'graphical', 'quality', 'really', 'impressive', 'time', 'made', 'quest', 'really', 'cool', 'really', 'fun', 'play', 'game', 'control', 'life', 'place', 'named', 'continent', 'need', 'kill', 'monster', 'boss', 'explore', 'world', 'finding', 'new', 'people', 'explore', 'incredible', 'scenario', 'amazed', 'buy', 'game', 'definitely', 'worth', 'favorite', 'game', 'never', 'played', 'good', 'try']",one best game entire history story really addictive graphical quality really impressive time made quest really cool really fun play game control life place named continent need kill monster boss explore world finding new people explore incredible scenario amazed buy game definitely worth favorite game never played good try,10.0,0.9792,Positive,0.605275,0.4939,0.5563,0.765,0.4939,0.4939,0.4939,,,0.734,,0.765
The Witcher 3: Wild Hunt,CD Projekt Red Studio,"Warner Bros. Interactive Entertainment, CD Projekt, Spike Chunsoft, Bandai Namco Games, CD Projekt Red Studio",User,9.0,"This game is fire. You’ve got to play it. The story, the characters, the world and the quests... 
Everything is amazing.","['game', 'fire', 'got', 'play', 'story', 'character', 'world', 'quest', 'everything', 'amazing']",game fire got play story character world quest everything amazing,9.0,0.5859,Positive,0.5859,0.5859,,,,,,,,0.5859,,
The Witcher 3: Wild Hunt,CD Projekt Red Studio,"Warner Bros. Interactive Entertainment, CD Projekt, Spike Chunsoft, Bandai Namco Games, CD Projekt Red Studio",User,10.0,"Very few games hold a candle to Witcher 3. I remember loading this up a decade ago and have the best time of my life, and to be met with an amazing dlc the size of the original game? peak","['game', 'hold', 'candle', 'remember', 'loading', 'decade', 'ago', 'best', 'time', 'life', 'met', 'amazing', 'dlc', 'size', 'original', 'game', 'peak']",game hold candle remember loading decade ago best time life met amazing dlc size original game peak,10.0,0.8834,Positive,,,,,,,,0.8834,,,,0.8834
Call of Duty 4: Modern Warfare,Infinity Ward,"Activision, Square Enix",Critic,100.0,"Simply put, Call of Duty 4 does everything right and nearly nothing wrong. But where it elevates itself above even the best 360 shooters is how all of the good stuff is ludicrously good. The campaign never lets up, while multiplayer is a triple-A affair in itself.  [Dec 2007, p.36]","['simply', 'put', 'everything', 'right', 'nearly', 'nothing', 'wrong', 'elevates', 'even', 'best', 'shooter', 'good', 'stuff', 'ludicrously', 'good', 'campaign', 'never', 'let', 'multiplayer', 'affair', 'dec']",simply put everything right nearly nothing wrong elevates even best shooter good stuff ludicrously good campaign never let multiplayer affair dec,100.0,0.943,Positive,,,,,,,,,,0.0,0.0,
Call of Duty 4: Modern Warfare,Infinity Ward,"Activision, Square Enix",Critic,90.0,"COD4 is cutting-edge entertainment, but the downside to this dense and gripping delivery is that it's over far too quickly: five to six hours on Normal difficulty...COD4 is short but immensely satisfying and we can't wait for a post-modern revival. [Dec 2007, p.73]","['entertainment', 'downside', 'dense', 'gripping', 'delivery', 'far', 'quickly', 'five', 'six', 'hour', 'normal', 'difficulty', 'short', 'immensely', 'satisfying', 'ca', 'wait', 'revival', 'dec']",entertainment downside dense gripping delivery far quickly five six hour normal difficulty short immensely satisfying ca wait revival dec,90.0,0.5267,Positive,,,,0.5267,,,0.5267,,0.5267,0.5267,0.5267,
Call of Duty 4: Modern Warfare,Infinity Ward,"Activision, Square Enix",Critic,94.0,"Though the single-player lacks length, the multiplayer should keep you invested in COD4 for the long winter. This is a truly fantastic multiplayer offering that's as deep as any other online game available.","['though', 'lack', 'length', 'multiplayer', 'keep', 'invested', 'long', 'winter', 'truly', 'fantastic', 'multiplayer', 'offering', 'deep', 'online', 'game', 'available']",though lack length multiplayer keep invested long winter truly fantastic multiplayer offering deep online game available,94.0,0.7579,Positive,,,,,,,,,,0.0,0.37895,
Call of Duty 4: Modern Warfare,Infinity Ward,"Activision, Square Enix",User,9.0,"I may be viewing this through the lens of rose-tinted nostalgia glasses, but I think this was one of the most incredible games of the mid-2000s, and set the precedent for the vast majority of first-person shooters since. Incredible for the time, but I am unsure if it would be enjoyable almost twenty years later.","['may', 'viewing', 'lens', 'nostalgia', 'glass', 'think', 'one', 'incredible', 'game', 'set', 'precedent', 'vast', 'majority', 'shooter', 'since', 'incredible', 'time', 'unsure', 'would', 'enjoyable', 'almost', 'twenty', 'year', 'later']",may viewing lens nostalgia glass think one incredible game set precedent vast majority shooter since incredible time unsure would enjoyable almost twenty year later,9.0,0.3291,Positive,,,,0.16455,,,,,,,,
Call of Duty 4: Modern Warfare,Infinity Ward,"Activision, Square Enix",User,10.0,"Call of Duty 4 Modern Warfare is one of those games that just feels timeless. It campaign is still awesome to play through and one of the repayable games too. Its multiplayer also shines too, with it overall being a fun experience. This is also the game that got me into cod too.","['one', 'game', 'feel', 'timeless', 'campaign', 'still', 'awesome', 'play', 'one', 'repayable', 'game', 'multiplayer', 'also', 'shine', 'overall', 'fun', 'experience', 'also', 'game', 'got', 'cod']",one game feel timeless campaign still awesome play one repayable game multiplayer also shine overall fun experience also game got cod,10.0,0.7351,Positive,,,,,,,,,,0.16445,0.5106,
Call of Duty 4: Modern Warfare,Infinity Ward,"Activision, Square Enix",User,9.0,"Great story, great mission, and great characters. Love how they tried to brought modern political issues to the game","['great', 'story', 'great', 'mission', 'great', 'character', 'love', 'tried', 'brought', 'political', 'issue', 'game']",great story great mission great character love tried brought political issue game,9.0,0.9552,Positive,0.9231,0.9231,,,,,,,,0.78,,
Blue Prince,Dogubomb,Raw Fury,Critic,100.0,"Blue Prince blends puzzles and roguelike exploration into something refreshingly original, clever, calm, and unlike anything else you’ve played.","['blend', 'puzzle', 'roguelike', 'exploration', 'something', 'refreshingly', 'original', 'clever', 'calm', 'unlike', 'anything', 'else', 'played']",blend puzzle roguelike exploration something refreshingly original clever calm unlike anything else played,100.0,0.8176,Positive,,,,,0.8176,,,,,,,
Blue Prince,Dogubomb,Raw Fury,Critic,90.0,"Blue Prince is a game that you can easily get yourself engrossed with. What appeared to be a simple game turned out to be one full of surprises around the corner, making it a must-play game for puzzle and roguelike fans alike.","['game', 'easily', 'get', 'engrossed', 'appeared', 'simple', 'game', 'turned', 'one', 'full', 'surprise', 'around', 'corner', 'making', 'game', 'puzzle', 'roguelike', 'fan', 'alike']",game easily get engrossed appeared simple game turned one full surprise around corner making game puzzle roguelike fan alike,90.0,0.5994,Positive,,,,,0.2263,,,,,,,
Blue Prince,Dogubomb,Raw Fury,Critic,-1.0,"Blue Prince is one of those games that demonstrates a depth and excellence that we rarely see in the world of video games. [Recommended]
","['one', 'game', 'demonstrates', 'depth', 'excellence', 'rarely', 'see', 'world', 'video', 'game', 'recommended']",one game demonstrates depth excellence rarely see world video game recommended,-1.0,0.6249,Positive,,0.6249,,,,,,,,,,
Blue Prince,Dogubomb,Raw Fury,User,8.0,"A really original game. A good mix of roguelike and puzzles, with an excellent artistic direction. Would love to see more from the studio in the future.","['really', 'original', 'game', 'good', 'mix', 'roguelike', 'puzzle', 'excellent', 'artistic', 'direction', 'would', 'love', 'see', 'studio', 'future']",really original game good mix roguelike puzzle excellent artistic direction would love see studio future,8.0,0.9281,Positive,,,0.765,,0.765,,,,,,,
Blue Prince,Dogubomb,Raw Fury,User,7.0,Amazing experience the first few days I played it but then it becomes frustrating due to the RNG of the rogue like system and it does feel very incomplete towards the end stuff,"['amazing', 'experience', 'first', 'day', 'played', 'becomes', 'frustrating', 'due', 'rng', 'rogue', 'like', 'system', 'feel', 'incomplete', 'towards', 'end', 'stuff']",amazing experience first day played becomes frustrating due rng rogue like system feel incomplete towards end stuff,7.0,0.2023,Positive,,,,,0.2023,,,,,,,
Blue Prince,Dogubomb,Raw Fury,User,8.0,"Blue Prince is a mesmerizing blend of mystery and elegance. Its shifting manor, rich with surreal architecture and clever spatial puzzles, creates a captivating sense of discovery. The atmosphere is moody and dreamlike, supported by subtle audio design that enhances every room. With its inventive progression and constantly unfolding secrets, Blue Prince delivers a uniquely haunting and intelligent puzzle experience. I would only deduce some points cause the Roguelike aspect of it seems a bit off, not per se, but it needs more equalization.","['mesmerizing', 'blend', 'mystery', 'elegance', 'shifting', 'manor', 'rich', 'surreal', 'architecture', 'clever', 'spatial', 'puzzle', 'creates', 'captivating', 'sense', 'discovery', 'atmosphere', 'moody', 'dreamlike', 'supported', 'subtle', 'audio', 'design', 'enhances', 'every', 'room', 'inventive', 'progression', 'constantly', 'unfolding', 'secret', 'delivers', 'uniquely', 'haunting', 'intelligent', 'puzzle', 'experience', 'would', 'deduce', 'point', 'cause', 'roguelike', 'aspect', 'seems', 'bit', 'per', 'se', 'need', 'equalization']",mesmerizing blend mystery elegance shifting manor rich surreal architecture clever spatial puzzle creates captivating sense discovery atmosphere moody dreamlike supported subtle audio design enhances every room inventive progression constantly unfolding secret delivers uniquely haunting intelligent puzzle experience would deduce point cause roguelike aspect seems bit per se need equalization,8.0,0.7391,Positive,,-0.0516,,-0.0516,0.5267,,0.2263,,,,,
Batman: Arkham Asylum,Rocksteady Studios,"Eidos Interactive, Square Enix, Bandai Namco Games",Critic,96.0,"Arkham Asylum is a game with the power to utterly captivate you and can stand proudly alongside modern classics such as 'Resident Evil 4', 'Gears of War,' and 'BioShock'...Simply put, Batman: Arkham Asylum is a masterpiece. [Sept 2009, p.66]","['game', 'power', 'utterly', 'captivate', 'stand', 'proudly', 'alongside', 'modern', 'classic', 'evil', 'war', 'simply', 'put', 'masterpiece', 'sept']",game power utterly captivate stand proudly alongside modern classic evil war simply put masterpiece sept,96.0,0.5106,Positive,,,,,,,,,,0.5106,,
Batman: Arkham Asylum,Rocksteady Studios,"Eidos Interactive, Square Enix, Bandai Namco Games",Critic,95.0,"Batman: Arkham Asylum is this year's 'BioShock,' not just from the connection established with the world, but from its ability to innovate where new ideas are needed, and moreover, deliver an adventure unlike any other. [Sept 2009, p.82]","['year', 'connection', 'established', 'world', 'ability', 'innovate', 'new', 'idea', 'needed', 'moreover', 'deliver', 'adventure', 'unlike', 'sept']",year connection established world ability innovate new idea needed moreover deliver adventure unlike sept,95.0,0.8047,Positive,,0.8047,,,,,,,,,,
Batman: Arkham Asylum,Rocksteady Studios,"Eidos Interactive, Square Enix, Bandai Namco Games",Critic,95.0,"A massively impressive licensed game. Without a license holding it all together Arkham Asylum would have been a stunning game with striking features. That it's all wrapped up in Batman's world makes the experience so much more appealing, and it works both as an extension of lore for Batman enthusiasts and an entry point for those less familiar with the DC universe. [Oct 2009, p.84]","['massively', 'impressive', 'licensed', 'game', 'without', 'license', 'holding', 'together', 'would', 'stunning', 'game', 'striking', 'feature', 'wrapped', 'world', 'make', 'experience', 'much', 'appealing', 'work', 'extension', 'lore', 'enthusiast', 'entry', 'point', 'less', 'familiar', 'dc', 'universe', 'oct']",massively impressive licensed game without license holding together would stunning game striking feature wrapped world make experience much appealing work extension lore enthusiast entry point less familiar dc universe oct,95.0,0.8074,Positive,0.34,0.34,,,,,,,,,,
